Unnamed: 0,Job Id,Salary Range (K),Min Salary (K),Max Salary (K),Work Type,Job Posting Date,Predicted Industry,Job Title,Job Description,skills,Company,Broader Category,Average Salary (K),Year-Quarter,Job Minimum Experience,Job Maximum Experience,Job URL
4304.0,2289660686839257.0,35.0,60.0,95.0,Temporary,2023-10-01,6.0,Interior Designer,"A Hospitality Interior Designer specializes in creating inviting and functional interiors for hotels, restaurants, and other hospitality establishments.","['Hospitality interior design', 'Hotel and restaurant design', 'Branding and theme integration', 'Customer experience design']",Hikvision,Information Technology,77.5,2023Q4,0.0,14.0,
4480.0,766991000000000.0,31.0,56.0,87.0,Full-Time,2022-07-11,16.0,Web Developer,"Full-Stack Developers are skilled in both frontend and backend development. They can work on all aspects of web application development, from creating user interfaces to designing databases and server infrastructure, providing end-to-end solutions.","['Frontend and backend development', 'Database integration', 'Problem', 'I knowledge']",Cummins,Information Technology,71.5,2022Q3,2.0,15.0,
5074.0,411263000000000.0,54.0,58.0,112.0,Temporary,2022-01-28,5.0,UX Researcher,Evaluate and improve the usability of websites and applications through user testing and analysis.,"['Usability evaluation', 'User interface assessment', 'Usability testing tools and techniques']",Verizon Communications,Information Technology,85.0,2022Q1,5.0,14.0,
5959.0,2535900319898841.0,64.0,61.0,125.0,Part-Time,2021-09-23,5.0,Graphic Designer,"UI/UX Designers focus on creating user-friendly and visually appealing interfaces for digital products. They conduct user research, design wireframes and prototypes, and collaborate with development teams to ensure a seamless and enjoyable user experience.","['User interface', 'UI', 'User experience', 'UX', 'Wireframing and prototyping tools', 'Sketch', 'Figma', 'Usability testing', 'Information architecture', 'Interaction design', 'Mobile and responsive design']",Royal Caribbean Group,Information Technology,93.0,2021Q3,4.0,12.0,
7015.0,2521039245796570.0,70.0,60.0,130.0,Temporary,2022-03-03,5.0,UX/UI Designer,Interaction Designers specialize in designing user interactions within digital interfaces. They create meaningful and engaging user experiences by considering user behaviors and system responses.,"['Interaction design principles', 'User behavior and psychology', 'Wireframing and prototyping tools', 'Animation and micro', 'Collaborative design processes']",Power Grid Corporation of India,Information Technology,95.0,2022Q1,4.0,13.0,
8228.0,3028214021594628.0,49.0,57.0,106.0,Contract,2022-12-29,2.0,Systems Administrator,"Database Administrators manage databases, ensuring data integrity, security, and efficient performance. They design, implement, and maintain databases while troubleshooting issues.","['Database management systems', 'My', 'Oracle', 'Server', 'Data security', 'Database tuning and optimization', 'Backup and recovery']",DISH Network,Information Technology,81.5,2022Q4,1.0,10.0,
8510.0,2966711723355218.0,55.0,57.0,112.0,Part-Time,2022-04-15,5.0,Software Engineer,"A Frontend Developer is responsible for designing and implementing user interfaces for web applications. They collaborate with designers to create visually appealing and responsive web pages, ensuring a seamless user experience across different devices and browsers.","['Proficiency in', 'CSS', 'Java', 'Script', 'Experience with frontend frameworks like', 'React', 'Angular', 'Vue', 'Responsive web design', 'Cross', 'Version control', 'Git', 'Frontend performance optimization']",BorgWarner,Information Technology,84.5,2022Q2,5.0,14.0,
8794.0,3083908037248268.0,67.0,55.0,122.0,Contract,2022-04-08,16.0,Software Engineer,"DevOps Engineers focus on automating and streamlining the development and deployment processes. They work to improve collaboration between development and IT operations, implementing tools and practices for continuous integration and continuous delivery (CI/CD).","['Automation and scripting', 'Python', 'Bash', 'Continuous', 'Integration', 'Continuous', 'Deployment', 'CI', 'CD', 'Containerization', 'Docker', 'Kubernetes', 'Infrastructure as', 'Code', 'Terraform', 'Ansible', 'Cloud platforms', 'AWS', 'Azure', 'GCP', 'Monitoring and troubleshooting skills']","Dunkin'Brands Group, Inc.",Information Technology,88.5,2022Q2,1.0,15.0,
9009.0,2473826655074919.0,63.0,58.0,121.0,Part-Time,2022-03-29,5.0,Web Designer,"E-commerce Web Designers specialize in designing and optimizing online stores and shopping websites. They focus on user experience, product presentation, and conversion rate optimization to drive online sales and customer engagement.","['I design', 'Shopping cart integration', 'Payment gateway integration', 'Mobile responsiveness', 'Shopify']",Crown Holdings,Information Technology,89.5,2022Q1,4.0,9.0,
9635.0,535852000000000.0,33.0,56.0,89.0,Part-Time,2023-08-08,2.0,Network Security Specialist,"A Security Consultant is responsible for assessing an organizations security infrastructure, identifying vulnerabilities, and recommending solutions to enhance security. They conduct risk assessments, implement security measures, and provide guidance on security policies and procedures.","['Security consulting', 'Risk assessment', 'Security audits', 'Security policy development', 'Penetration testing', 'Client communication']",Drax Group,Information Technology,72.5,2023Q3,0.0,10.0,
10044.0,42138500000000.0,20.0,62.0,82.0,Temporary,2022-01-24,8.0,Software Tester,"A Quality Assurance Analyst tests software and products to ensure they meet quality standards. They identify defects, report issues, and work with development teams to resolve problems.","['Quality assurance processes', 'Testing methodologies', 'Bug tracking and reporting', 'Test case development', 'Regression testing']",Volkswagen Group,Information Technology,72.0,2022Q1,5.0,8.0,
10258.0,2956723433230314.0,64.0,55.0,119.0,Contract,2023-04-08,6.0,Database Developer,"NoSQL Database Engineers work with non-relational databases to store and manage large volumes of unstructured or semi-structured data. They design data models, optimize database performance, and ensure scalability and data consistency.","['No', 'L databases', 'Mongo', 'Cassandra', 'Data modeling', 'Data migration', 'Performance tuning', 'Scalability', 'Distributed systems']",NCR,Information Technology,87.0,2023Q2,0.0,8.0,
12792.0,374179000000000.0,46.0,62.0,108.0,Intern,2023-07-06,5.0,UI Developer,A UX/UI Designer focuses on enhancing user experiences by designing intuitive interfaces. They consider user needs and preferences to create visually appealing and functional designs.,"['User experience', 'UX', 'User interface', 'UI', 'Wireframing and prototyping', 'Usability testing', 'Design tools like', 'Sketch or', 'Figma']",Glenmark Pharmaceuticals,Information Technology,85.0,2023Q3,1.0,11.0,
13246.0,205204000000000.0,27.0,57.0,84.0,Part-Time,2022-07-20,5.0,UX/UI Designer,"User Experience Designers create intuitive and user-friendly digital interfaces. They conduct user research, design prototypes, and work to enhance the overall user experience of websites and applications.","['User', 'I design tools', 'Sketch', 'Adobe', 'Wireframing and prototyping', 'Usability testing and user research', 'Information architecture and user flows']",News Corp.,Information Technology,70.5,2022Q3,2.0,9.0,
14512.0,745927000000000.0,74.0,55.0,129.0,Contract,2022-06-28,5.0,UX/UI Designer,"User Interface Designers focus on the visual and interactive aspects of digital interfaces. They design layouts, buttons, and other elements to ensure a cohesive and visually appealing user interface.","['I design principles and best practices', 'Graphic design tools', 'Adobe', 'Photoshop', 'Illustrator', 'Typography and color theory', 'Visual design and layout', 'Responsive design']",Rentokil Initial,Information Technology,92.0,2022Q2,3.0,9.0,
17182.0,646684000000000.0,35.0,61.0,96.0,Contract,2022-07-27,16.0,Software Engineer,"A Backend Developer is tasked with building and maintaining the server-side logic and database infrastructure of web applications. They work on the core functionality, data storage, and server communication to ensure the application runs smoothly and efficiently.","['Proficiency in one or more backend programming languages', 'Java', 'Python', 'Node', 'Ruby', 'I development', 'Database management', 'L or', 'No', 'Server management and deployment', 'Security best practices', 'Knowledge of web frameworks', 'Express', 'Django']",Ross Stores,Information Technology,78.5,2022Q3,1.0,9.0,
17325.0,635270000000000.0,43.0,60.0,103.0,Contract,2023-05-15,6.0,Database Administrator,"A Database Analyst examines and interprets data stored in databases. They generate reports, identify trends, and provide insights to support business decision-making.","['Data analysis', 'Database querying and reporting', 'Data visualization', 'L proficiency', 'Data quality assurance']",Berry Global Group,Information Technology,81.5,2023Q2,3.0,8.0,
17910.0,2228416812586431.2,64.0,62.0,126.0,Part-Time,2023-07-18,5.0,UX/UI Designer,Interaction Designers specialize in designing user interactions within digital interfaces. They create meaningful and engaging user experiences by considering user behaviors and system responses.,"['Interaction design principles', 'User behavior and psychology', 'Wireframing and prototyping tools', 'Animation and micro', 'Collaborative design processes']",Pioneer Natural Resources,Information Technology,94.0,2023Q3,5.0,14.0,
18342.0,944240000000000.0,47.0,59.0,106.0,Intern,2022-08-30,2.0,IT Support Specialist,"Desktop Support Technicians troubleshoot and maintain desktop computer systems, resolving hardware and software problems for users.","['Desktop hardware and software troubleshooting', 'Operating system expertise', 'Windows', 'Remote desktop support', 'Hardware and software upgrades', 'Customer service skills']",Adani Enterprises,Information Technology,82.5,2022Q3,0.0,8.0,
19093.0,356347000000000.0,45.0,60.0,105.0,Part-Time,2022-08-01,16.0,Software Engineer,"A Backend Developer is tasked with building and maintaining the server-side logic and database infrastructure of web applications. They work on the core functionality, data storage, and server communication to ensure the application runs smoothly and efficiently.","['Proficiency in one or more backend programming languages', 'Java', 'Python', 'Node', 'Ruby', 'I development', 'Database management', 'L or', 'No', 'Server management and deployment', 'Security best practices', 'Knowledge of web frameworks', 'Express', 'Django']",APA Group,Information Technology,82.5,2022Q3,0.0,14.0,
19156.0,2690511136845654.0,58.0,55.0,113.0,Contract,2023-08-03,5.0,UX/UI Designer,"User Interface Designers focus on the visual and interactive aspects of digital interfaces. They design layouts, buttons, and other elements to ensure a cohesive and visually appealing user interface.","['I design principles and best practices', 'Graphic design tools', 'Adobe', 'Photoshop', 'Illustrator', 'Typography and color theory', 'Visual design and layout', 'Responsive design']",Wipro Limited,Information Technology,84.0,2023Q3,5.0,12.0,
19607.0,2683096452934206.0,31.0,57.0,88.0,Full-Time,2022-02-28,8.0,Software Tester,An Automation Tester uses automated testing tools to verify the functionality and performance of software applications. They create and execute automated test scripts.,"['Test automation tools', 'Selenium', 'Appium', 'Scripting languages', 'Python', 'Java', 'Test framework development', 'Continuous integration tools', 'Test data management']",FedEx,Information Technology,72.5,2022Q1,2.0,13.0,
21532.0,1581789489477781.0,38.0,57.0,95.0,Part-Time,2022-10-06,16.0,Software Engineer,"A Backend Developer is tasked with building and maintaining the server-side logic and database infrastructure of web applications. They work on the core functionality, data storage, and server communication to ensure the application runs smoothly and efficiently.","['Proficiency in one or more backend programming languages', 'Java', 'Python', 'Node', 'Ruby', 'I development', 'Database management', 'L or', 'No', 'Server management and deployment', 'Security best practices', 'Knowledge of web frameworks', 'Express', 'Django']",Mirvac Group,Information Technology,76.0,2022Q4,3.0,11.0,
22085.0,2841664207806024.0,50.0,64.0,114.0,Temporary,2022-04-02,5.0,UI Developer,A UX/UI Designer focuses on enhancing user experiences by designing intuitive interfaces. They consider user needs and preferences to create visually appealing and functional designs.,"['User experience', 'UX', 'User interface', 'UI', 'Wireframing and prototyping', 'Usability testing', 'Design tools like', 'Sketch or', 'Figma']",IQVIA Holdings,Information Technology,89.0,2022Q2,0.0,10.0,
22466.0,73072200000000.0,39.0,59.0,98.0,Part-Time,2022-01-02,2.0,Network Security Specialist,"Cybersecurity Analysts protect computer systems and networks from cyber threats. They monitor security systems, investigate breaches, and implement security measures to safeguard data.","['Cybersecurity', 'Security assessments', 'Intrusion detection', 'Security tools', 'SIEM', 'Incident response', 'Vulnerability scanning']",Bristol-Myers Squibb,Information Technology,78.5,2022Q1,2.0,9.0,
22717.0,1678410487573048.0,61.0,57.0,118.0,Contract,2022-04-15,27.0,Administrative Assistant,"Support high-level executives by managing schedules, coordinating meetings, and handling various administrative tasks.","['Calendar management', 'Travel coordination', 'Meeting scheduling', 'Correspondence and communication', 'Office organization', 'Confidentiality', 'Time management', 'Problem', 'Attention to detail', 'Communication skills', 'Technology proficiency', 'Office']",Newmont,Information Technology,87.5,2022Q2,5.0,13.0,
23802.0,594751000000000.0,41.0,61.0,102.0,Temporary,2022-08-08,6.0,Data Engineer,"A Big Data Engineer develops and manages big data solutions, including data storage, processing, and analysis platforms, to extract valuable insights and support data-driven decisions.","['Big data technologies', 'Hadoop', 'Spark', 'Data processing and analysis', 'Distributed computing']",Hilton Worldwide Holdings,Information Technology,81.5,2022Q3,1.0,8.0,
23820.0,865334000000000.0,63.0,64.0,127.0,Contract,2023-05-27,2.0,Network Engineer,"Network Security Engineers focus on protecting network systems from cyber threats. They implement security measures, monitor network traffic, and respond to security incidents to safeguard the organizations data.","['Network security protocols and technologies', 'Firewalls and intrusion detection systems', 'Vulnerability assessment and penetration testing', 'Security policy development and enforcement', 'Incident response and recovery']",Hess,Information Technology,95.5,2023Q2,3.0,13.0,
23920.0,2980601754152377.0,34.0,64.0,98.0,Contract,2022-12-11,5.0,Front-End Engineer,"UI/UX Front-End Developers focus on creating user-friendly and visually appealing interfaces for web and mobile applications. They work on user experience design, responsive layouts, and front-end development to optimize user interactions.","['UI', 'X design', 'Frontend web development', 'Wireframing and prototyping', 'User research', 'Accessibility standards', 'Responsive design', 'Collaboration skills']","Lyft, Inc.",Information Technology,81.0,2022Q4,4.0,14.0,
24196.0,2383796036793185.0,66.0,56.0,122.0,Contract,2022-06-27,5.0,UX/UI Designer,"User Experience Designers create intuitive and user-friendly digital interfaces. They conduct user research, design prototypes, and work to enhance the overall user experience of websites and applications.","['User', 'I design tools', 'Sketch', 'Adobe', 'Wireframing and prototyping', 'Usability testing and user research', 'Information architecture and user flows']",Victrex,Information Technology,89.0,2022Q2,0.0,13.0,
24218.0,3072262600751279.0,42.0,55.0,97.0,Contract,2022-12-30,8.0,Quality Assurance Analyst,"QA Testers assess software and applications for defects and quality issues. They conduct testing procedures, report bugs, and work with development teams to ensure the delivery of high-quality software products.","['Test planning and strategy', 'Test case design and execution', 'Defect reporting and tracking', 'Test automation tools', 'Selenium', 'Appium', 'Regression testing']",DXC Technology,Information Technology,76.0,2022Q4,5.0,9.0,
24781.0,161426000000000.0,57.0,56.0,113.0,Intern,2023-02-05,8.0,QA Analyst,"Performance Testing Specialists assess the performance of software applications by conducting load, stress, and scalability tests. They identify bottlenecks, optimize performance, and ensure software can handle user demands effectively.","['Performance testing', 'Load testing', 'Stress testing', 'Test scenarios', 'Performance monitoring', 'Benchmarking', 'Performance analysis']",Britannia Industries,Information Technology,84.5,2023Q1,4.0,8.0,
24988.0,2266078107155499.0,48.0,59.0,107.0,Part-Time,2023-03-14,16.0,Java Developer,"Java Web Application Developers create web applications using Java technologies. They develop user interfaces, integrate backend systems, and ensure the functionality and security of web applications to provide a seamless user experience.","['Web application development', 'Java web frameworks', 'Servlets', 'JSP', 'Frontend integration', 'User authentication', 'Security protocols', 'Code documentation']",Northrop Grumman,Information Technology,83.0,2023Q1,0.0,11.0,
25723.0,1754978415097832.0,47.0,63.0,110.0,Full-Time,2023-08-13,23.0,Network Engineer,"Network Administrators manage an organizations computer networks. They configure, monitor, and maintain network infrastructure, ensuring optimal performance and security.","['Network management', 'Troubleshooting', 'Network security', 'T certifications', 'CCNA']",Carnival Corporation & plc,Information Technology,86.5,2023Q3,4.0,12.0,
26092.0,2292093239123323.0,23.0,61.0,84.0,Intern,2023-04-23,2.0,Network Security Specialist,"A Security Consultant is responsible for assessing an organizations security infrastructure, identifying vulnerabilities, and recommending solutions to enhance security. They conduct risk assessments, implement security measures, and provide guidance on security policies and procedures.","['Security consulting', 'Risk assessment', 'Security audits', 'Security policy development', 'Penetration testing', 'Client communication']",Avenue Supermarts (DMart),Information Technology,72.5,2023Q2,4.0,8.0,
26263.0,269969000000000.0,56.0,63.0,119.0,Temporary,2021-09-29,5.0,Web Developer,"Frontend Web Developers design and implement user interfaces for websites, ensuring they are visually appealing and user-friendly. They collaborate with designers and backend developers to create seamless web experiences for users.","['HTML', 'CSS', 'Java', 'Script', 'Frontend frameworks', 'React', 'Angular', 'User experience', 'UX']",Best Buy,Information Technology,91.0,2021Q3,0.0,10.0,
27143.0,61269000000000.0,58.0,64.0,122.0,Intern,2021-09-19,6.0,Interior Designer,A Commercial Interior Designer focuses on designing interior spaces for businesses and commercial properties. They optimize layouts for productivity and aesthetics.,"['Commercial interior design', 'Workplace ergonomics', 'Building codes and regulations knowledge', 'Sustainable design principles', 'Auto', 'D and', 'Revit proficiency']",Westpac Banking Corporation,Information Technology,93.0,2021Q3,0.0,14.0,
27383.0,892077000000000.0,50.0,62.0,112.0,Part-Time,2022-12-21,16.0,Software Engineer,"A Backend Developer is tasked with building and maintaining the server-side logic and database infrastructure of web applications. They work on the core functionality, data storage, and server communication to ensure the application runs smoothly and efficiently.","['Proficiency in one or more backend programming languages', 'Java', 'Python', 'Node', 'Ruby', 'I development', 'Database management', 'L or', 'No', 'Server management and deployment', 'Security best practices', 'Knowledge of web frameworks', 'Express', 'Django']",Hindustan Zinc,Information Technology,87.0,2022Q4,5.0,12.0,
28483.0,714079000000000.0,50.0,58.0,108.0,Part-Time,2021-09-11,16.0,Java Developer,"Java Backend Developers specialize in building the server-side components of software applications using Java. They work on database integration, server logic, and performance optimization to ensure efficient and reliable backend functionality.","['Backend development', 'Tful', 'Is', 'Database integration', 'Java', 'Enterprise', 'Edition', 'Performance optimization', 'Version control', 'Git']",Scottish Mortgage Investment Trust,Information Technology,83.0,2021Q3,2.0,14.0,
30423.0,2990810444962087.0,66.0,60.0,126.0,Intern,2023-02-09,2.0,Network Administrator,"Manage and maintain an organizations IT infrastructure, including servers, hardware, and software systems.","['System administration', 'Server maintenance', 'Active', 'Directory', 'Backup and recovery', 'Cloud computing', 'AWS', 'Azure', 'Troubleshooting', 'T security best practices', 'Collaboration', 'Problem', 'Attention to detail', 'Communication skills', 'Technical knowledge']",News Corp.,Information Technology,93.0,2023Q1,2.0,11.0,
30509.0,1703150237830877.0,64.0,55.0,119.0,Intern,2022-05-26,2.0,Network Administrator,"Protect an organizations computer networks and systems from security threats, monitor network traffic, and respond to incidents.","['Network security protocols', 'Intrusion detection and prevention', 'Security incident response', 'Firewall administration', 'Vulnerability assessment', 'Security policies and procedures', 'Log analysis', 'Ethical hacking', 'Problem', 'Communication skills', 'Attention to detail']",Whitbread plc,Information Technology,87.0,2022Q2,2.0,9.0,
31441.0,2411958139791551.0,41.0,59.0,100.0,Part-Time,2022-11-06,16.0,Web Developer,"Backend Web Developers build and maintain the server-side logic and infrastructure required for web applications. They work on data storage, APIs, and server communication to support the functionality of web applications.","['Server', 'Node', 'Python', 'Database management', 'SQL', 'Mongo']",Tullow Oil,Information Technology,79.5,2022Q4,4.0,14.0,
31548.0,2929756117261825.0,63.0,60.0,123.0,Temporary,2022-02-01,5.0,UX/UI Designer,Interaction Designers specialize in designing user interactions within digital interfaces. They create meaningful and engaging user experiences by considering user behaviors and system responses.,"['Interaction design principles', 'User behavior and psychology', 'Wireframing and prototyping tools', 'Animation and micro', 'Collaborative design processes']",GAIL (India) Limited,Information Technology,91.5,2022Q1,3.0,10.0,
32878.0,1992095852098107.2,46.0,57.0,103.0,Full-Time,2023-06-07,6.0,Data Analyst,"Business Intelligence Analysts gather and analyze data to provide valuable insights to support decision-making within an organization. They create reports, dashboards, and data visualizations to help stakeholders understand trends, patterns, and opportunities in the data.","['Data analysis and visualization tools', 'Tableau', 'Power', 'L and database querying', 'Business intelligence concepts', 'Data modeling and reporting', 'Strong analytical and problem', 'Data']",Australia and New Zealand Banking Group (ANZ),Information Technology,80.0,2023Q2,1.0,10.0,
36602.0,2735870221001551.0,56.0,65.0,121.0,Intern,2022-02-15,8.0,Software Tester,An Automation Tester uses automated testing tools to verify the functionality and performance of software applications. They create and execute automated test scripts.,"['Test automation tools', 'Selenium', 'Appium', 'Scripting languages', 'Python', 'Java', 'Test framework development', 'Continuous integration tools', 'Test data management']",Ambuja Cements,Information Technology,93.0,2022Q1,2.0,9.0,
37499.0,2380522558894840.0,46.0,65.0,111.0,Temporary,2023-04-27,6.0,Data Analyst,"Business Intelligence Analysts gather and analyze data to provide valuable insights to support decision-making within an organization. They create reports, dashboards, and data visualizations to help stakeholders understand trends, patterns, and opportunities in the data.","['Data analysis and visualization tools', 'Tableau', 'Power', 'L and database querying', 'Business intelligence concepts', 'Data modeling and reporting', 'Strong analytical and problem', 'Data']",W.R. Berkley,Information Technology,88.0,2023Q2,2.0,8.0,
37946.0,769842000000000.0,53.0,59.0,112.0,Temporary,2021-06-12,23.0,Network Technician,"Network Support Specialists provide technical support for computer networks. They troubleshoot issues, maintain network infrastructure, and ensure reliable network performance.","['Network troubleshooting', 'T support', 'Network configuration', 'Technical knowledge', 'Problem']",Volkswagen Group,Information Technology,85.5,2021Q2,1.0,9.0,
38760.0,2159408315711640.0,33.0,61.0,94.0,Part-Time,2023-04-19,6.0,Database Administrator,"A Database Analyst examines and interprets data stored in databases. They generate reports, identify trends, and provide insights to support business decision-making.","['Data analysis', 'Database querying and reporting', 'Data visualization', 'L proficiency', 'Data quality assurance']",JSW Steel,Information Technology,77.5,2023Q2,5.0,12.0,
38782.0,2628548331380832.0,55.0,64.0,119.0,Part-Time,2023-08-05,6.0,Administrative Assistant,"Accurately input and maintain data in databases or spreadsheets, ensuring data integrity and organization.","['Data entry accuracy and speed', 'Database software', 'Microsoft', 'Access', 'Excel', 'Attention to detail', 'Time management', 'Organization', 'Multitasking', 'Keyboarding skills', 'Data verification', 'Problem', 'Communication skills', 'Computer proficiency']",Torrent Pharmaceuticals,Information Technology,91.5,2023Q3,4.0,10.0,
40158.0,1760507262353952.0,21.0,65.0,86.0,Full-Time,2023-10-02,5.0,Software Engineer,"A Frontend Developer is responsible for designing and implementing user interfaces for web applications. They collaborate with designers to create visually appealing and responsive web pages, ensuring a seamless user experience across different devices and browsers.","['Proficiency in', 'CSS', 'Java', 'Script', 'Experience with frontend frameworks like', 'React', 'Angular', 'Vue', 'Responsive web design', 'Cross', 'Version control', 'Git', 'Frontend performance optimization']",Marsh & McLennan,Information Technology,75.5,2023Q4,0.0,10.0,
40494.0,1854456739690664.8,24.0,56.0,80.0,Part-Time,2022-06-04,2.0,Systems Engineer,"The role of a Systems Integration Specialist involves integrating various software and hardware components to create cohesive systems. You will design and implement solutions that enable different systems to communicate and work together seamlessly. Your responsibilities also include troubleshooting integration issues, ensuring data consistency, and collaborating with cross-functional teams.","['Systems integration', 'Integration architecture', 'Data mapping', 'Middleware technologies', 'I integration', 'System testing', 'Troubleshooting']",Anglo American plc,Information Technology,68.0,2022Q2,0.0,14.0,
41078.0,1934040008032115.2,19.0,61.0,80.0,Part-Time,2022-11-22,8.0,Software Tester,"A Quality Assurance Analyst tests software and products to ensure they meet quality standards. They identify defects, report issues, and work with development teams to resolve problems.","['Quality assurance processes', 'Testing methodologies', 'Bug tracking and reporting', 'Test case development', 'Regression testing']",Brighthouse Financial,Information Technology,70.5,2022Q4,4.0,11.0,
42157.0,913255000000000.0,52.0,65.0,117.0,Part-Time,2023-07-09,5.0,Graphic Designer,"Web Graphic Designers create visually appealing graphics, images, and layouts for websites. They work closely with web developers and UI/UX designers to ensure that web content is aesthetically pleasing, on-brand, and engaging to users.","['Graphic design tools', 'Adobe', 'Creative', 'Suite', 'Web design principles', 'User interface', 'UI', 'Visual communication', 'Typography', 'Creativity and artistic skills']",NMDC Limited,Information Technology,91.0,2023Q3,3.0,11.0,
43352.0,2813966685804182.0,25.0,65.0,90.0,Contract,2021-10-24,6.0,Data Analyst,"Data Scientists use their expertise in data analysis and machine learning to extract valuable insights and predictions from data. They build and train models, conduct statistical analysis, and communicate findings to drive data-driven decision-making in the organization.","['Machine learning algorithms and libraries', 'Tensor', 'Flow', 'Py', 'Torch', 'Statistical analysis and modeling', 'Data preprocessing and cleaning', 'Big data technologies', 'Hadoop', 'Spark', 'Data visualization', 'Strong programming skills', 'Python']",Spotify Technology S.A.,Information Technology,77.5,2021Q4,5.0,9.0,
