Job Id,Job URL,Job Salary Range,Job Employment Type,Job Posting Date,Job Title,Job Description,skills,Company,Job Industry,Job Minimum Experience
MCF-2024-1464793,https://www.mycareersfuture.gov.sg/job/information-technology/infrastructure-engineer-persolkelly-singapore-0ad8c464b14991e98031654d2e3971b9?source=MCF&event=Search,"$7,500to$11,250",Contract,Posted 04 Oct 2024,Infrastructure Engineer,"About the Client
Our client is one of the reputed MNC firms in Singapore
Responsibilities
· Design and Implement Infrastructure: Develop secure, scalable IT infrastructure solutions to support banking operations, including servers, networks, and cloud services.
· System Administration: Manage physical and virtual servers, ensuring optimal performance and reliability.
· Network and Security Management: Oversee network infrastructure, including firewalls, and implement security measures to protect sensitive banking data.
· Compliance and Disaster Recovery: Ensure infrastructure complies with industry regulations and maintain disaster recovery and business continuity plans.
· Automation and Optimization: Automate routine tasks and continuously optimize system performance for high availability.
· Collaboration: Work closely with IT teams and vendors to integrate technologies and support banking applications.
· Documentation and Reporting: Maintain infrastructure documentation and generate performance and compliance reports.
· Training and Knowledge Sharing: Provide training to IT staff and actively share knowledge to promote best practices.
Skills/Requirement
Must have Skills:
Must Have Skills (Mandatory):
· Experience in Unix/Linux systems’ Administration, monitoring, and maintenances.
· Experience in Middleware Installation and configuration (Apache, iPlanet, Jboss, WebLogic, WebSphere)
· Experience in troubleshoot of AIX /Linux, Middleware Based environment.
· Experience in SSL setup, encryptions, and security.
· Experience in application deployment process and tools such as Jenkins, Aldon, etc.
· Experience in Automation and Continuous Integration (CICD)
Intermediate skill:
· Good scripting skills. Having hands on experience in UNIX Shell Scripting and Groovy
· Good networking knowledge
· Knowledge in IBM MQ, Connect Direct, ftp/sftp, Oracle DB is a big plus
Good to Have Skills:
· Knowledge and understanding on Database, Load Balancer, and networking

Interested candidates, who wish to apply for the above position, please send in your resume to jyothi_kamath@persolkelly.com or click and https://go.persolkelly.com/job/apply/9114

We regret to inform that only shortlisted candidates will be contacted
PERSOLKELLY Singapore Pte Ltd
EA License No. 01C4394
EA Registration No. R1547247 (Jyothi Chandrakanth Kamath)
**********************************
The information contained in this e-mail and any accompanying documents may contain information that is confidential or otherwise protected from disclosure. If you are not the intended recipient of this message, or if this message has been addressed to you in error, please immediately alert the sender by reply e-mail and then delete this message, including any attachments. Any dissemination, distribution or other use of the contents of this message by anyone other than the intended recipient is strictly prohibited.
By sending us your personal data and curriculum vitae (CV), you are deemed to consent to PERSOLKELLY Singapore Pte Ltd and its local and overseas subsidiaries and affiliates collecting, using and disclosing your personal data to prospective employers/companies based in any country for purposes of evaluating suitability for employment, conducting reference checks, administering employment related services and such other purposes stated in our privacy policy. Our full privacy policy is available at www.persolkelly.com.sg. If you wish to withdraw your consent, please drop us an emailto let us know. Please feel free to contact us if you have any queries.
All parties involved in any form of workforce engagement are to strictly adhere to prevailing regulations and laws that govern local fair employment practices, and to invest reasonable efforts in building a strong Singaporean core workforce, recruit and select candidates based on merit and prohibit discrimination based on age, race, gender, religion, marital status and family responsibility or disability. For more information, please refer to MOM and TAFEP websites.
**********************************","Groovy
Oracle
High Availability
Scripting
Administration
AIX
Reliability
Security Management
Virtual Servers
Networking
System Administration
Unix Shell Scripting
Disaster Recovery
Apache
Linux",PERSOLKELLY SINGAPORE PTE. LTD.,Information Technology,5 years exp
MCF-2024-1471144,https://www.mycareersfuture.gov.sg/job/information-technology/product-sales-manager-cybersecurity-prit-persolkelly-singapore-9cf3d5b84241f5394c35693bb1a26b4d?source=MCF&event=Search,"$4,000to$6,000",Permanent,Posted 05 Oct 2024,Product Sales Manager - Cybersecurity PRIT,"Roles & Responsibilities:
Manage the assigned product portfolio and drive sales to meet revenue targets and budget goals.
Maintain up-to-date professional and technical knowledge of the sales product.
Build and nurture strategic relationships with product vendors and partners to deliver solutions to partners and end-users.
Conduct market and competitive analysis to develop effective business strategies and increase sales revenue.
Develop product concepts that deliver unique value tailored to client requirements.
Clearly articulate and present the product’s business value to business partners.
Prepare and deliver periodic product updates and training for channel partners.
Provide business and revenue forecasts, and conduct periodic reviews with relevant product vendors on business and sales activities.
Collaborate with the marketing team to develop marketing strategies or programs.
Work with the presales team to obtain Bill of Material and pricing for product solutions.
Facilitate inventory turnover, management, and control by regularly reviewing and adjusting inventory levels.
Requirements:
Degree or Diploma with 1-5 years of experience.
Preferred experience in Cybersecurity, Electronics, or IT industries.
Proficient in Microsoft Office software.
Demonstrated experience in business negotiations and presentations.
Possess strong professional communication skills and expertise in relationship management.
High level of responsibility and strategic thinking.
Ability to implement key time-management skills in high-demand settings.
Interested candidates, who wish to apply for the advertised position, please apply now for the below role
We regret that only shortlisted candidates will be notified.

EA License No.: 01C4394 (PERSOLKELLY SINGAPORE PTE LTD)

By sending us your personal data and curriculum vitae (CV), you are deemed to consent to PERSOLKELLY Singapore Pte Ltd and its affiliates to collect, use and disclose your personal data for the purposes set out in the Privacy Policy available at https://www.persolkelly.com.sg/policies. You acknowledge that you have read, understood, and agree with the Privacy Policy.","Competitive Analysis
Information Security
Security Operations
Microsoft Office
Channel Partners
Cyber Security
Presales
Relationship Management
Office Software
Articulate
Pricing
Electronics
Turnover
CISSP",PERSOLKELLY SINGAPORE PTE. LTD.,Information Technology,2 years exp
MCF-2024-1414819,https://www.mycareersfuture.gov.sg/job/consulting/principal-boston-consulting-group-7a6c1f71cbe643fff0b5a7433e383010?source=MCF&event=Search,"$16,000to$24,000",Full Time,Posted 25 Sep 2024,Principal,"A Principal has responsibility for the delivery of consulting projects, leading small but high impact teams of consultants to drive impact for our clients. Principals are typically aligned to one or two Industry or Functional Practice Areas (though may also lead projects outside these Practice Areas on occasion). Principals are also actively involved in Business Development and contributing to proposal development together with Partners in the Practice.

Key responsibilities include:
Leading the day-to-day execution of consulting projects and ensuring successful delivery of client requirements within the scope of the engagement; including:
Owning the project planning and process management, and communicating progress to clients and BCG leadership
Driving development of the content, either directly or by providing guidance to the consulting team (for example, by sharing ideas, frameworks or providing input on research and analysis)
Managing the client relationship on a day-to-day basis
Managing project scope and maintaining an acceptable pace of work
Actively managing multiple client and stakeholder relationships and networking within the client organisation in order to understand their needs and help to influence the client agenda
Leading senior client presentations and meetings
Providing apprenticeship and coaching to junior consultants to help develop their consulting skills, including sharing knowledge and experience, giving frequent feedback and creating opportunities for team members to learn and grow
Supporting and contributing to other BCG projects, for example by sharing expertise or best practices
Contributing to the development of intellectual property, including improving methodologies, tools, techniques and developing new ideas and approaches
Contributing to business development efforts, including preparation of proposal documents and attending pitch presentations
Contributing to the running of the South East Asia practice areas, which may include recruiting, training or other activities

Requirements
The ideal candidate possesses:
At least 8 years of work experience in top advisory or consulting firms, though candidates with excellent industry backgrounds and 4-5 years of previous consulting experience would also be considered
3-4 years leading/playing core role in driving consulting projects - owning the project process, content and day-to-day client interactions
Experience developing and implementing business driven technology strategies involving quantitative analysis, solution design and implementation support.
Experience in a wide range of industry topics: strategy, transformation, organization, outsourcing & sharing, performance management

Education and Qualifications
Strong academics from a top-tier institution
An MBA is desirable but not essential

Professional Skills
Analytical and structured
Advanced quantitative analysis
Solid business acumen and commercial capabilities
Problem solving – able to take a creative and an hypothesis driven approach in order to solve complex problems
Willingness to travel internationally and to work remotely on client sites
Excellent communication and persuasion skills
Excellent written and spoken English (other South East Asian language a bonus)

Personal Attributes
Flexible, curious and creative, open for new things and able to propose innovative ideas
Independent and autonomous judgment
Team player, open, pleasure to work with and positive in a group dynamic
Intercultural competence and experience of working in more than one country and/or multi-cultural teams
Driven, hard-working, entrepreneurial, proactive and productive
Highest ethical standards","Coaching
Leadership
Outsourcing
Recruiting
Business Acumen
Quantitative Analysis
Problem Solving
Project Planning
Strategy
Intellectual Property
Process Management
Networking
Consulting
Team Player
Business Development
Performance Management",THE BOSTON CONSULTING GROUP PTE. LTD.,Consulting,8 years exp
MCF-2024-1468080,https://www.mycareersfuture.gov.sg/job/information-technology/systems-programmer-dynamic-human-capital-135bb0303459cc126508daedbaa3cda7?source=MCF&event=Search,"$6,000to$11,000",Contract,Posted 04 Oct 2024,Systems Programmer(Java),"The candidate must have at least 6 years of web-based enterprise application development experience using Java Technologies.
In addition, the candidate shall have:
(a) Working experience in Object Oriented Analysis and Design.
(b) Java programming experience in one or more of the following operating system:
i) Windows
ii) Unix (Solaris)
iii) Linux
(c) Proficiency in the following:
i) Java Enterprise Edition or Spring or equivalent.
ii) Development of Web-based applications using UI framework such as Angular/AngularJS, JQuery, Struts or equivalent.
iii) Development of application using Persistence framework such as Hibernate, JPA or equivalent.
iv) Development of Web services, Restful services or equivalent.
v) Relational Databases like DB2, SQL Server, Oracle.
vi) Using tools for testing.
vii) IDE such as Eclipse, JDeveloper, Netbeans or equivalent.
viii) Spring framework.
(d) Working experience in using the following:
i) Application Servers like Websphere, Weblogic or equivalent.
ii) Webserver like Apache Webserver, Microsoft IIS or equivalent.
(e) Working experience in the followings:
i) Integration with Mainframe system
ii) Messaging system (eg. IBM MQ)
iii) Document or Content management system
iv) Responsive Web Design
v) Service Oriented Architecture
vi) Rules Engines
vii) Performance testing and related tools
viii) Primefaces, Hibernate, Spring Batch, Jmeter
(f) Working experience in one or more of the following standards:
i) Web (HTML/CSS)
ii) Extensible Markup Language (XML)
iii) Service Component Architecture (SCA)
iv) Angular
v) React
(g) Able to work independently in gathering requirements from users, translating them into system specifications, designing, testing, implementing, maintaining application systems.
(h) Good communication skills and project or vendor management skills.
Kindly take note that you will be employed under DYNAMIC HUMAN CAPITAL and will be working with our business partners for the above mentioned project.
If you would like to know more about this role, do drop me a message or you can alternatively drop me an email stated below.
latha@dhc.com.sg
By submitting any application or résumé to us, you will be deemed to have agreed and consented to us disclosing your personal information to prospective employers for their consideration. Under the revised Employment Agencies Licence Condition 5(b), employment agencies (EAs) are required to collect the personal data (e.g., NRIC, FIN) of applicants referred to employers for permanent or contract job positions of at least 6 months with a fixed monthly salary of $3,300 and above. PDPA requirements on collection, use and disclosure of personal data are not applicable to EAs that are collecting such information, as it is a regulatory requirement.
https://www.mom.gov.sg/faq/submit-quarterlyreferral-and-placement/are-employmentagencies-allowed-to-collect-personal-data
We regret to inform you that only shortlisted candidates will be notified. All applications will be treated with the strictest confidence.
Latha M
Senior Researcher
Dynamic Human Capital Pte Ltd,
2 Kallang Avenue #03-08 CT Hub Singapore 339407
EA License No: 12C6253 |Registration No: R1987570","Web Services
Oracle
Struts
Mainframe
Application Development
Unix
UI
SQL
SQL Server
DB2
Java
Databases
Linux
Able To Work Independently
jQuery
Hibernate",DYNAMIC HUMAN CAPITAL PTE. LTD.,Information Technology,6 years exp
MCF-2024-1467931,https://www.mycareersfuture.gov.sg/job/engineering/harnessing-operator-flintex-consulting-3836b331b28f49d7d7c6209c1692d450?source=MCF&event=Search,"$1,600to$1,800",Permanent,Posted 04 Oct 2024,Harnessing Operator,"Objectives of the position:
The Harnessing Operator must be a communicative, analytical, and creative team player who can achieve high levels of production.
An individual who is mature and possesses a good attitude with willingness to learn

Key Responsibilities:

1. Cutting and assembly of harnessing cables to meet customer expectations and timeline
2. Handling and operation of simple hand tools and equipment
3. Packing of finished goods (when necessary)
4. Maintaining the cleanliness and tidiness of workplace
5. Any other ad hoc production duties assigned by the team leader/manager

Skills & Qualification:

1. No relevant working experience are also welcome to apply
2. Able to understand and perform simple mathematical calculations
3. Able to read ruler measurements
4. Able to identify colours (coloured electrical cables & wires)
5. Good attitude and willingness to learn

Mon to Fri 8.15am to 6pm","Switches
Test Equipment
Preventive Maintenance
Troubleshooting
Construction
Lighting
Trunking
Wiring
Drawing
Electrical
PLC
CCTV
Driving License
Team Player
Cabling
Assembly
Electrical Engineering
Layout
Commissioning",FLINTEX CONSULTING PTE. LTD.,Engineering,No exp required
MCF-2024-1466087,https://www.mycareersfuture.gov.sg/job/admin/administrative-assistant-morgan-mckinley-11b33ac3585caf4912d16e71ededc0a1?source=MCF&event=Search,"$5,000to$6,000",Full Time,Posted 04 Oct 2024,Administrative Assistant,"Our client is a leading Multinational Tech company, developer of personal-computer software systems and applications.

Job Responsibilities:

Onboarding Coordination:
Manage and streamline the onboarding process for new hires in the Engineering Procurement Construction across the APAC region, ensuring timely delivery of equipment (e.g., laptops, software) and access to necessary resources.
Conduct orientation sessions that provide new hires with an overview of company policies, culture, and key contacts.
Act as the primary point of contact for new hires, answering questions and addressing concerns during their initial weeks.
Identify and address gaps in the onboarding process by actively seeking feedback from new hires and hiring managers.
Cultural Awareness and Engagement:
Engage with new hires from diverse cultural backgrounds, providing guidance that is sensitive to their unique experiences and needs.
Promote an inclusive workplace culture by encouraging open communication and collaboration among team members.
Administrative Support:
Provide comprehensive administrative support to hiring managers, allowing them to focus on their core responsibilities while you handle various logistical and operational tasks.
Assist with scheduling meetings, booking meeting rooms, and preparing agendas and materials for onboarding sessions.
Help coordinate travel arrangements for visiting executives (VPs CVPs etc) including flight bookings, accommodation bookings, assisting with itinerary, dinner/lunches and transportation logistics.
Expense Management:
Support the management of expense reports, ensuring accuracy and compliance with company policies.
Collaborate with finance teams to address any discrepancies and facilitate timely reimbursements.
Job Requirements:
Degree or equivalent with min 3 years of administrative experience, preferably in roles that involved onboarding, HR coordination, or office management.
Previous experience in the construction industry or a related field is highly desirable (e.g.: assistant on site, secretary for construction office) as it will help this person navigate the nuances of the work environment.
A solid understanding of cross-cultural communication is crucial. Able to recognize and navigate cultural differences that may affect interactions and work dynamics.
Willingness to learn about and appreciate different customs and practices within the region.
Strong organizational and multitasking abilities, with a keen attention to detail to manage various tasks effectively.
Proficient in Microsoft Office Suite (Word, Excel, PowerPoint)
If you are keen on this exciting opportunity, kindly ‘Apply Now’.
*Referrals are greatly appreciated*

By sending us your personal data and curriculum vitae (CV), you are deemed to consent to Morgan Mckinley Pte Ltd and its affiliates to collect, use and disclose your personal data for the purposes set out in the Privacy Policy available at https://www.morganmckinley.com/sg/privacy-policy. You acknowledge that you have read, understood, and agree with the Privacy Policy.

Morgan McKinley Pte Ltd
Ramitha Ravindran
EA Licence No: 11C5502
EA Registration No. R1765539","Onboarding
Microsoft Office
Microsoft Excel
Construction
Dynamics
Travel Arrangements
Laptops
Expense Management
Secretarial Skills
Office Management
Administration
Procurement
Secretarial support
Attention to Detail
Administrative Support
Human Resources",MORGAN MCKINLEY PTE. LTD.,Admin / Secretarial,3 years exp
MCF-2024-1467953,https://www.mycareersfuture.gov.sg/job/information-technology/infrastructure-engineer-flintex-consulting-8e4621ece56e45e464fa868cbfba7570?source=MCF&event=Search,"$5,000to$6,000",Permanent,Posted 04 Oct 2024,Infrastructure Engineer,"Infrastructure Engineer

Job Description:
• Operate, manage, and maintain VMWare ESX and HCI technologies
• Knowledge of administering Windows Server 2016, SQL 2016 and Windows Clustering technology
• Red Hat administration
• Plan, coordinate, and execute product installations, product upgrades, patch installations and hot fix installations
• Create, manage, and maintain documentation related to the managed systems and operation
• Perform hardening benchmarks adhering to defined procedure and checklist. Maintain the infrastructure in such a way that it is secure against unauthorized access.
• Deploy and deliver the project deliverables as stated in the project scopes extracted from the proposal/contract.
• Update the Infrastructure team lead on the project progress and status.
• Implement changes through Change Management Process on system components. Ensure change impact is evaluated, contingency plan and test plans are created to support the change request.
• Build, configure, and rollout new releases through Release Management Process on system components that affect operations. Organize training for new releases where necessary.
• Identify, isolate, resolve, escalate and close incident/problem ticket according to ITSM Incident/Problem Management Process.
• Ensure backup and recovery of system components is carried out, so that critical services can continue in the event of a disaster.
• Perform daily system health check


Requirements:
• Candidate must possess at least a Diploma, Advanced/Higher/Graduate Diploma, Bachelor's Degree, Post Graduate Diploma, Professional Degree, Computer Science/Information Technology, Engineering (Computer/Telecommunication), Engineering (Electrical/Electronic) or equivalent.
• At least 3 year(s) of working experience in the related field is required for this position would be advantageous.
• Preferably possess certifications such as Microsoft MCITP, VMWare certified professional or equivalent
• Full-Time position(s) available.","Change Management
Release Management
Active Directory
VMware
Rollout
Scripting
Administration
Windows Server
SQL
VMware Certified Professional
VMware ESX
Windows
Hardening
Team Lead
MCITP
Linux",FLINTEX CONSULTING PTE. LTD.,Information Technology,3 years exp
MCF-2024-1468958,https://www.mycareersfuture.gov.sg/job/information-technology/data-warehousing-technical-lead-kryjas-6758971946f61f01c84f7fa970c43d23?source=MCF&event=Search,"$6,700to$9,000",Contract,Posted 04 Oct 2024,Data Warehousing Technical Lead,"Key Responsibilities:
Develop programs to extract data from data lakes and curated data layers to fulfill business objectives.
Design and implement ETL pipelines using open-source technologies for efficient data ingestion.
Collaborate with various teams to gain insights into application requirements and to design effective ETL solutions.
Collect and analyze business and functional requirements, translating them into scalable and robust solutions that align with the overall data architecture.
Produce detailed documentation and metadata for datasets to ensure usability and clarity.
Participate in the end-to-end development lifecycle, including design, implementation, testing, documentation, delivery, support, and maintenance.
Requirements:
Strong skills in Python and Spark for data processing and transformation.
Experience with Linux utilities and SQL for data manipulation.
Familiarity with PySpark for effective data transformation
Knowledge of AWS services, including Redshift, Glue, CloudFormation, EC2, S3, and Lambda.
Experience with various ETL tools and methodologies.
Familiarity with AWS environments and services.","Tableau
Version Control
Usability
PySpark
Pipelines
Data Transformation
Translating
ETL
EC2
SQL
Python
Data Architecture
Metadata
S3
Power BI
Linux",KRYJAS PRIVATE LIMITED,Information Technology,4 years exp
MCF-2024-1466142,https://www.mycareersfuture.gov.sg/job/sales/project-sales-manager-gain-city-engineering-4183dd127e7b12b6d51762bba7bc4206?source=MCF&event=Search,"$4,000to$8,000","Contract, Full Time",Posted 04 Oct 2024,Project Sales Manager,"About the Role
The Project Sales Manager will act as liaison between the company project team and clients, providing information on planning, delivering, testing, commissioning, service and maintenance repair related knowledge from securing to closing of a project.

Responsibilities:
Responsible for acquiring and managing project sales for air-con products/systems.
Identify and develop new business opportunities to achieve sales target by reaching out to new clients and making presentations or pitches about air-con products and company.
Understanding clients’ need and customize proposal/quotation accordingly to their needs.
Responsible for the project budget evaluation and ensure successful delivery of the assigned projects on time.
Work closely with the company’s internal sales and installation teams in executing the projects.
Requirements:
Minimum 4 years of experience, prior experience in air-con / M&E works will be advantageous.
Good experience in ACMV and HVAC Chiller will be an added advantage.
Relevant sales experience with strong project management, planning and organization skills.
Excellent communication skills.
A self-starter, innovative and highly results-driven.","Negotiation
Account Management
Sales
installations
project budget
system
Sales Management
strategic business development management
Project Management
New Business Development
manage project teams
sales targets
making presentations
Business Development
On time
Management",GAIN CITY ENGINEERING (M&E) PTE LTD,Sales / Retail,5 years exp
MCF-2024-1467902,https://www.mycareersfuture.gov.sg/job/information-technology/infra-specialist-engineer-flintex-consulting-5f7cb1d03936f92f61e8c3677b751ccb?source=MCF&event=Search,"$6,000to$7,500",Contract,Posted 04 Oct 2024,Infra Specialist / Engineer,"Job Description:


• Provide assistance, knowledge and user support in all aspects of IT to ensure the company's business gets maximum benefit from IT systems

• Perform system changes and developments to any of company's systems and applications to agreed standards and timescales.

• Provide basic hardware/software configuration, fault finding and problem resolution.

• Conduct routine maintenance, monitoring and administration on IT systems, hardware, network and business applications.

• Provide video and audio-conferencing system support to end users

• Supporting Group Digital projects/initiatives

• Liaise with external support organisations to ensure their service meets company's business requirements e.g. Service Desk, Telecoms provision and support.

• Answer technical queries and meet operational service levels

• Ensure own work satisfies quality requirements and is documented to departmental standards with all associated databases updated.

• Work as a team member and share knowledge with colleagues.

• Work to agreed personal development plans to broaden the skill range available for all systems and application areas.

• Generate KPI’s and reports to share details on the IT service and IT activities.

• Provide user training, hints and tips and other user assistance as required on systems and applications.

• Provide purchasing advice to and purchase IT equipment on behalf of the business, place orders and manage the stock of IT equipment and spares.

• Be available to support the business during ‘out of core hour’ working time.

• Proactively supports and operates solutions and takes measures to enhance processes and improve service delivery.

• Manage incidents and requests from customers.


Job requirements

• A sound range of IT skills, which need to be kept up to date in line with IT developments in the business.

• Have a basic understanding of the desktop and LAN\WiFi\WAN technical domains, involving familiarity with a wide range of environmental components and support tools.

• Good knowledge of computer hardware, Windows and Mac operating systems, and software applications

• Good understanding of mobile / smart devices, Android and iOS

• Good working knowledge of video conferencing platforms, Zoom, BlueJeans, Skype for Business

• Good working knowledge and experience in managing Office365 and Azure

• To demonstrate the ability to acquire and apply new technical knowledge, be able to work without close supervision.

• Work to high professional and personal standards in a disciplined manner to agreed standards and procedures and maintain appropriate databases and documentation

• The ability to work within a complex technical environment and able to perform tasks and resolve problems on a variety of systems and applications

• The ability to work within a team and be willing to share learning and to learn from others.

• Possession of good verbal and written communication skills.

• Maintain good personal skills and an ability to cope with potential conflict.

QUALIFICATIONS AND EXPERIENCE


• IT / engineer related diploma from polytechnic or degree from university

• Microsoft Certified Systems Engineer (MCSE) or a COMPTIA certification would be beneficial.

• ITIL Foundation V3 would be beneficial

• Thoroughness for investigating and monitoring systems and tenacity for resolving the root cause of problems.

• Familiarity with professional development standards

• Thorough knowledge of IT products and the marketplace

• Maintaining a good network of contacts within IT and within the business

• It is beneficial to have experience in the following technical support areas – Windows operating systems, LAN / WiFi / WAN, Office 365, Office products Outlook, Internet Web Browsers, Skype, Zoom, BlueJeans messaging and conferencing.


PREFERRED SKILLS

• Strong interpersonal, communication and presentation skills.

• Must be analytical, self-driven and proactive in keeping up with new technologies and attention to details.

• Independent worker with initiatives, resourceful, positive attitude, friendly deposition, good team player and able to deliver results within tight deadlines.

• Experience of project management tools and techniques to assist in major Information Technology implementation projects.

• Some on-call or after hours work may be required","Hardware
Administration
Information Technology
Project Management
Technology Implementation
Attention to Details
Windows
Presentation Skills
ITIL
Team Player
Databases
Business Requirements
Technical Support",FLINTEX CONSULTING PTE. LTD.,Information Technology,5 years exp
MCF-2024-1468314,https://www.mycareersfuture.gov.sg/job/healthcare/healthcare-quality-regulatory-compliance-specialist-flintex-consulting-5d0f674d2791945178d84b7c97749f5b?source=MCF&event=Search,"$6,500to$7,000",Permanent,Posted 04 Oct 2024,Healthcare Quality & Regulatory Compliance Specialist,"Healthcare Quality & Regulatory Compliance Specialist (Hybrid) AMEA

Opportunity:

Play a critical role in driving compliance and quality programs for Healthcare Transportation and facilities and supporting the Healthcare Quality Management System to ensure processes and systems are compliant with regional and local regulations and customer requirements.

Your Contribution:
1. Quality Policies & Procedures: Determine, implement & promote policies and procedures for company Network and facilities (hubs & stations) to ensure compliance to standards such as GDP, GCP and others.
2. Quality Assessment & Standards: Write & review SOPs and Work Instructions for transportation & fulfilment solutions pertaining to the healthcare industry.
3. Compliance & Quality Program Management: Implement compliance and quality programs to support local Quality teams to ensure they are kept up-to-date and prepared.
4. CAPA Process Management: Lead in process creation and review of documentation on the implementation and responses to corrective and preventive actions (CAPAs) and monitor action progress until closure.
5. Healthcare Quality Management System: Develop, implement & support the system and processes, develop corresponding training programs, and acts as Super User for eQMS system.
6. Internal Audit Programs: Provide inputs to support the design & implementation of robust internal audit processes to ensure readiness of various functions & processes when meeting regulatory agencies & customer audits.
7. Certification Audits: Lead and support various certification audits with relevant regulatory agencies and certification providers across the region.
8. Operations & Customer Audit Programs: Lead regular audit programs / random checks to achieve successful audit outcomes and proper post audit follow up actions.
9. Healthcare Customer Liaison: Liaise with customers to understand quality requirements / issues / underlying concerns to advise on the way forward, provide advice based on interpretations as applicable to 3PL and support in issue resolution via conducting root cause analysis (depot).
10. Healthcare Quality Feedback: Liaise, consolidate feedback from different functions to update and prepare final copy for Quality Questionnaires, Agreements and RFQ Proposals for customers.
11. Validation Programs: Lead and support validation of transportation lanes and critical equipment like cold chain facilities, and packaging systems.


What we look for in you!

1. Hold local pharmacist license (and may be required to hold licenses and permits on behalf of the company)
2. Have three (3) to five (5) years of relevant experience in pharmaceutical or healthcare industry in a quality related role
3. Have competencies in quality assurance / regulatory affairs, customer relationship management and root cause analysis
4. Have working experience ensuring compliance in accordance to Goods Manufacturing Practise cGMP,)/, Good Clinical Practises cGCP, Goods Distribution Practice (GDP) & ISO13485 for Medical Devices, IATA CEIV and other local certifications in a warehouse and transportation business.
5. Experience in conducting external and internal audits
6. Must hold at least Bachelor’s degree in Pharmacy from a reputable local institute.


Your competencies:

1. Accuracy & attention to detail which is crucial to proper compliance to regulatory and standards
2. Problem-solving skills to support customer issue resolution
3. Planning & organization skills to ensure proper audit programs are managed effectively
4. Communication skills to facilitate engagements with customer and regulatory agencies
5. Project management capabilities and familiarity with Process Mapping, Six Sigma, Lean Methodology, Agile or Design Thinking
6. Apply data-driven decision making with the use of data analytics and visualization tools like Power BI and competency in Microsoft Office applications like Excel, Word, and PowerPoint","Cold Chain
Healthcare Industry
CAPA
Regulatory Compliance
3PL
Quality Management
Quality Assurance
Regulatory Affairs
Healthcare
Root Cause Analysis
Customer Relationship Management
Process Management
Audits
Audit
Six Sigma",FLINTEX CONSULTING PTE. LTD.,Healthcare / Pharmaceutical,3 years exp
MCF-2024-1429268,https://www.mycareersfuture.gov.sg/job/consulting/regional-commercial-excellence-lead-transmedic-f515f418d6117f12f641a628d7b2690b?source=MCF&event=Search,"$8,000to$18,000","Permanent, Full Time",Posted 27 Sep 2024,Regional Commercial Excellence Lead,"At Transmedic, a company of EBOS Med Tech, we believe healthcare professionals and patients should have access to world-leading medical devices, whilst ensuring long-term economic sustainability within the healthcare system. As a leading independent distributor of medical technology, we bring innovative medical solutions to healthcare professionals by partnering with world leading companies who share our vision for innovation.


This position will play a pivotal role in leading commercial business initiatives to drive growth through improved efficiency and standardised practices. It will also focus on providing insights to Transmedic’s current key suppliers through a deep dive into growth and profitability. He/She will evaluate key suppliers and its current business conditions – investments, inventory, business potential, margins and DA terms, as well as looking into supply chain optimization and profitability analysis horizontally within the region and its business units.

Performance Management & FP&A
- Leading and coordinating the regional implementation of commercial excellence initiatives that is aligned to the Company’s strategy
- Driving continuous improvement in the commercial (sales and operations) processes
- Turns strategic objectives into operational plans
- Keeps track of sales performance with the use of key financial indicators
- Provide key statistics for commercial decision-making
- Looks into profitability improvement
- Understanding the profitability of product/ division and its contributing factors
- Margin optimization by identifying key cost areas
- Involve in tender strategies by engaging with the Principals
- Evaluates key risks and its possible scenarios

Key Supplier Management
- Understands Transmedic’s suppliers’ organisational structure and work flow
- Aligning of priorities, goals and objectives with our key suppliers
- Alignment on GTM strategies
- Involve in product price negotiation

Asset Management
- Ensure clear and sound investments according to the needs of each business unit
- Conducting ROI analysis, which includes post investment reviews
- Demand forecast and sales cycle planning
- Product life-cycle management
- Keeping track of expiry and write-offs


Pre-Requisites
- Over 8 to 10 years of similar experience in Commercial Management
- Experience in working Asia markets is a plus
- Experience in strategic decision-making, market forecast, market analysis and performance management is desired
- Strong analytical, organizational and administrative skill
- Effective communication skills in multi-cultural environment
- Strong business acumen and project management skills
- Meticulous and detailed-orientated
- Self-started and able to multitask
- Proactive and resourceful
- Critical thinker
- Able to adapt in a fast-paced working environment
- Energetic, self-managed and driven
- Proficient in MS Office Applications (i.e. Excel, Word, Power Point)","Negotiation
Management Skills
Commercial Management
Asset Management
Business Intelligence
Able To Multitask
Supply Chain Optimization
Inventory
Healthcare
Product Lifecycle Management
Market Analysis
Project Management
Medical Devices
Statistics
Performance Management",TRANSMEDIC PTE LTD,"Consulting, General Management, Logistics / Supply Chain, Professional Services, Risk Management",8 years exp
