Job Id,Job URL,Job Salary Range,Job Employment Type,Job Posting Date,Job Title,Job Description,skills,Company,Job Industry,Job Minimum Experience,Work Type,Min Salary (K),Max Salary (K),Average Salary (K),Salary Range (K),Year-Quarter,Broader Category
MCF-2024-1428860,https://www.mycareersfuture.gov.sg/job/information-technology/customer-solutions-lead-jondavidson-b1aec49c7ae5231d752adf516960e5c9?source=MCF&event=Search,"$12,000to$18,000",Permanent,2024-9-27,Customer Solutions Lead,"Our client is SI

KEY RESPONSIBILITIES:
Work closely with Account Managers in Singapore to qualify customer needs, design proposals and follow opportunities until closure.
Contribute to all business and technical discussions with customers and partners to define best solutions to address customer challenges
Define engagement strategy with customer to solve their specific challenges
Bridge between customer and our Cloud, Data, AI and Hyper-automation service offer to address client business problems and meet their technical requirements
Generate new leads by approaching new prospects (together with Account Managers) and promoting Software Cloud, Data, AI and Hyper-automation services
Lead and coordinate complex RFP proposals with other team members and other company Business Units.
Deliver trainings to local Account Managers and Pre-Sales teams about our Digital Transformation portfolio
Responsible for keeping track of and reporting customer opportunities and actions in CRM tool
QUALIFICATIONS:
Result-driven professional with 10+ years experience in a Pre-sales, Solution Sales - or similar - role in the technology sector.
Strong knowledge of Cloud, Data, AI, Hyper-automation and ability to quickly learn new technologies
Proven experience interacting with C-level executives. Able to qualify business and technical challenges and articulate value proposition.
Creative and hands-on problem solving mindset
Excellent listening, writing and presentation skills
CERTIFICATIONS EXAMPLES (a big plus):
Cloud: AWS Certified Cloud Practitioner; Microsoft Certified: Azure Fundamentals; AWS Certified Solutions Architect Associate; Microsoft Certified: Azure Solutions Architect Expert.
Data: Certified Data Management Professional; AWS Certified Data Analytics; Microsoft Certified: Azure Data Fundamentals; Microsoft Certified: Azure Data Engineer Associate; Data Governance & Stewardship; Data Science Professional Certificate.
AI and Automation: Microsoft Certified: Azure AI Fundamentals; Google Professional Machine Learning Engineer; Certified AI Professional; UiPath RPA Associate
Chin, SF
sf.chin[at]jondavidsongroup.com

JonDavidson Pte Ltd
Co. Reg. No. 200709068N. Licence No. 22S1412
Registration Number: R21100141

""Personal data collected will be used for recruitment purposes only""","['CRM', 'Customer Retention', 'Azure', 'Azure DevOps', 'AWS', 'High Availability', 'Data Management', 'Presales', 'Amazon Web Services', 'Data Governance', 'Stewardship', 'Writing', 'Articulation', 'Presentation Skills', 'Telephone Skills', 'Articulate', 'Bridge', 'Data Analytics']",Jondavidson Pte. Ltd.,Information Technology,10.0,Permanent,144.0,216.0,180.0,72.0,2024Q3,Information Technology
MCF-2024-1355722,https://www.mycareersfuture.gov.sg/job/information-technology/senior-solutions-architect-exasoft-e4a6cde2cce99f66e6f3d90c7f09b6ab?source=MCF&event=Search,"$16,000to$19,000","Contract, Full Time",2024-9-13,Senior Solutions Architect,"About the role
Cloud Architect will interact with clients, product managers and development team to envision, model solutions for the customers to adopt cloud platform with a strong experience in Cloud Infrastructures.
This role is a key member of the solutions team responsible for creating awareness about the hybrid, multi-cloud, work along with clients to help them redesign their applications for migration to cloud.
The architect is also expected to have hands-on work in evaluating the existing and new technology. This role includes working collaboratively with onshore and offshore teams and with a degree of humility and mentoring staff as required.
Responsibilities
As a Cloud Architect, you will be responsible for:
1. Multi-Cloud Solution Design
- Assess cloud requirements, including scalability, reliability, performance, cost, security, and compliance, to develop the optimal multi-cloud strategy.
- Design and establish the multi-cloud landing zone by selecting the appropriate cloud platforms, services, and technologies to meet business needs.
- Ensure the cloud architecture is scalable, resilient, and adaptable to support future growth and evolving business requirements.
- Create reference architectures, design patterns, and best practices for deploying cloud-native applications across multiple cloud platforms.
2. Cloud Platform Integration and Interoperability
- Develop and implement robust integration mechanisms to facilitate seamless data exchange, application portability, and unified management across various cloud platforms.
- Implement cross-cloud identity and access management (IAM) solutions to ensure secure and consistent user access throughout the multi-cloud environment.
- Build and maintain a comprehensive cloud monitoring and observability framework, offering insights into performance, cost, and the overall health of the multi-cloud infrastructure.
- Ensure adherence to industry regulations and organizational policies by enforcing consistent security controls and governance practices across the multi-cloud environment.
3. Multi-Cloud Optimization
- Continuously monitor and analyze cloud resource utilization, performance, and cost, recommending optimization strategies to enhance efficiency and reduce expenses.
- Implement and manage automated cloud management and orchestration tools to streamline provisioning, scaling, and optimization of cloud resources.
- Work closely with the Cloud Automation Engineer to develop and maintain automated workflows that span multiple cloud platforms.
4. Alignment and Collaboration
- Act as the primary liaison between the cloud team and other cross-functional departments, including IT, application development, and business stakeholders.
- Ensure cloud team activities and deliverables are aligned with overall business objectives and IT strategy.
- Collaborate with stakeholders to understand their cloud-related
requirements, challenges, and priorities.
- Communicate progress, achievements, and challenges to executive
leadership.
Requirements
• You have at least 10 years of combined experience in backend software or infrastructure
• 3-5+ years of experience designing, executing, and supporting IT cloud solutions.
• 3-5+ years of experience designing and building relational and/or
dimensional conceptual/logical data models, transforming
conceptual/logical data models into physical models and data artifacts, and in the developing of data architectures using application/tools.
• Working experience in the development of data architectures such as Data Vault 2.0.
• Strong understanding across any of the Cloud (AWS/Azure/GCP) and its components (compute, storage, network, data, middleware components, serverless compute, security, Orchestrated containers/K8S) to deliver end-to-end infrastructure architecture solutioning for the clients
• Cloud services like different types of storage services, relational databases, NoSQL offerings, compute services, alerting and notification services, audit and security services, HA with load balancers
• Good understanding of network connectivity in a multi-cloud environment (virtual network, gateways, public/private/elastic ips.)
• Hands-on experience on containerization (docker file creation, deployment manifest file creation, etc.)
• Good understanding of Cloud Security (IAM, mitigation of attacks, default deny concept)
• Infrastructure as code (Terraform/ CloudFormation/ Blueprint/ARM
templates)
• Good to have creating/adopting CI/CD framework and creating blueprints for infra provisioning
• Knowledge of cloud native patterns, migrating legacy applications to cloud
• Effective communication skills (written and verbal) to properly articulate complicated cloud reports to management and other IT development partners.
• Demonstrated critical thinking under pressure
• Passion for teaching technical skills and creating technical solutions with teams.","['Mentoring', 'Terraform', 'Scalability', 'Solutioning', 'IAM', 'Design Patterns', 'AWS', 'Architect', 'Onshore', 'Infrastructure Architecture', 'Containerization', 'Cloud Services', 'Docker', 'GCP', 'Articulate', 'Orchestration', 'Humility', 'IT Strategy', 'Databases', 'Business Requirements']",Exasoft Pte. Ltd.,Information Technology,7.0,Contract,192.0,228.0,210.0,36.0,2024Q3,Information Technology
MCF-2024-1479890,https://www.mycareersfuture.gov.sg/job/healthcare/clinic-staff-nurse-envirodynamics-solutions-b079aeeb2f20aa449578e6796eeac738?source=MCF&event=Search,"$3,600to$4,200","Permanent, Full Time",2024-10-07,Clinic Staff Nurse,"Job Summary
· Provide comprehensive patient care for patients with breast cancer
· Assist clinic administration, patient consultation and clinical procedures.
· Booking of operation theatre, anaesthetist, frozen section and other necessities for a surgery
· Handle financial Counselling for procedures and surgeries, including raising of pre-authorization and liaising with insurance companies

Job Responsibilities
· Scheduling patient appointments and making reminder calls.
· Handle patient enquires via phone/emails/ whatsapp
· Assist doctor during consultation and clinic procedures
· Scrubbing in with doctors when necessary
· Handle ordering of radiology exams, blood tests and other orders for patients, and also tracing of such reports for follow up consultations
· Provide clear instructions on the aforementioned exams
· Handle booking of operation theatres, wards, anaesthetist, frozen sections and others for a surgery
· Provide financial Counselling to patients who need to go for surgeries and provides, by giving estimates total fees
· Liaising with insurance companies to raise pre-authorizations and letters of guarantee
· Maintain effective communication with patients who are undergoing treatment and providing them with advice
Administrative Management
· Registering and billing of patients visits
· Submit claims for outpatient visits on TPA portals
· Maintain clinic inventory and equipment, including coordinating with external vendors for purchasing and maintenance of equipment and services

Job Requirements
· Registered Nurse with Singapore Nursing Board
· BCLS & AED Certified
· Degree or Diploma in Nursing from a recognized institution
· Good interpersonal and communication skills
· Nurses with prior working experience in clinical settings will be an advantage
. Able to converse in Mandarin to the Chinese patients
- 5.5 Days week
- Able to speak Mandarin to the Chinese patients


Only shortlisted candidates will be notified
EnviroDynamics Solutions Pte Ltd I EA License No.: 12C6285
Anna Toh I Reg. No: R23118739
Email CV to : annatoh@envirodynamics.com.sg","['AED', 'TPA', 'Theatre', 'Treatment', 'Surgery', 'Inventory', 'Purchasing', 'Estimates', 'Breast Cancer', 'Nursing', 'Administrative Management', 'Aed Certified', 'Scheduling', 'Nursing Care', 'Radiology']",Envirodynamics Solutions Pte. Ltd.,Healthcare / Pharmaceutical,3.0,Permanent,43.2,50.400000000000006,46.8,7.200000000000003,2024Q4,Healthcare
MCF-2024-0728618,https://www.mycareersfuture.gov.sg/job/sales/barberstylist-luxe-chic-42cf3320e9f65cb41ec6090834156440?source=MCF&event=Search,"$1,800to$3,500",Full Time,2024-10-07,Barber  Stylist,"Join the Fastest Growing Barbershop Chain in Singapore!
Are you an experienced barber or hairstylist looking to take your career to the next level? We are looking for talented professionals to join our team.
Key Responsibilities:
Provide a range of barbering services including haircuts, shaves, and grooming treatments.
Offer professional advice and recommendations on hairstyles and grooming products.
Maintain a clean and organized workstation, ensuring all tools are sanitized and in good condition.
Build strong relationships with clients to foster loyalty and repeat business.
Collaborate with team members to ensure the highest level of customer satisfaction.
Qualifications:
At least 2 years of relevant work experience as a barber or hairstylist.
Open to hairdressing professionals looking to pivot to barbering.
Excellent customer service and communication skills.
Positive attitude and a strong sense of responsibility.
Ability to work in a fast-paced environment and manage time effectively.
What We Offer:
An excellent work environment with a fixed location.
Stable income and competitive compensation package.
Comprehensive training provided to ensure your success and growth within our company.
Opportunities for career advancement as we continue to expand.
Job Type: Full-time

Supplemental pay types:
Attendance bonus
Commission pay
Work Location: Pasir Ris","['Ability To Work Independently', 'Arranging', 'Waxing', 'Hair Cutting', 'Sanitation', 'Communication Skills', 'Styling', 'Customer Satisfaction', 'Customer Service', 'Cut', 'Customer Service Experience']",Luxe Chic Pte. Ltd.,Sales / Retail,2.0,Full-Time,21.6,42.0,31.8,20.4,2024Q4,Business
MCF-2024-1481075,https://www.mycareersfuture.gov.sg/job/advertising/creative-executive-minmed-group-9c18f439b7d2c286475483654f51db05?source=MCF&event=Search,"$3,200to$4,300","Permanent, Full Time",2024-10-07,Creative Executive,"Digital presence is a key part of Minmed Group. The Creative Executive will be responsible for conceptualising, developing, and executing visual aspects of the brand on print and digital that drive brand awareness, enhance customer engagement, and increase sales. Collaborate with cross-functional teams to create compelling content, design captivating visuals, and execute marketing initiatives across various platforms and channels. This role requires a combination of strategic thinking, creativity, and project management skills.
The Creative Executive should have a creative flair and ability to translate objectives into good design and be consistent in following market trends, providing effective ideas and rendering aesthetically pleasing pages, posts and newsletters at regular intervals. He/she is expected to be familiar with website trends, facebook, instagram, telegram, linkedin, tiktok and any other new platforms as they arrive.
This is a high energy role with potential for vertical mobility in a green field industry.
Role & Responsibilities:
Work effectively in a team reporting to the Marketing manager
Develop creative visuals and campaigns that align with the company's objectives and target audience.
Lead and create engaging content, visuals, videos, and informational graphics layouts across social media platforms, email marketing, digital advertising, print media, and events
Stay updated on industry trends, consumer behavior, and emerging marketing techniques to identify new opportunities for the brand.
Manage and maintain the brand's visual identity, ensuring adherence to brand guidelines across all marketing materials.
Initiate and execute experiments to identify trends and consumer behaviour
Requirements:
Minimum Degree in Marketing, Advertising, Graphic Design or related field
Proficiency in graphic design tools, such as Adobe Creative Suite is a requirement
Strong understanding of marketing principles and best practices
Experience in managing social media platforms, content management systems, and email marketing tools
Good interpersonal, oral and written communication skills
Ability to think creatively and strategically, translating ideas into effective marketing campaigns
Strong project management and multitasking skills, with the ability to meet deadlines","['Strong Attention To Detail', 'Content Design', 'Social Media', 'Interpersonal Skills', 'Visual Identity', 'Multitasking Skills', 'Content Management', 'Email Marketing', 'Adobe Creative Suite', 'Adobe Illustrator', 'Rendering', 'Consumer Behaviour', 'Team Player', 'Graphics', 'Artistic', 'Facebook', 'Graphic Design', 'Adobe Photoshop', 'Storyboarding', 'Brand Awareness']",Minmed Group Pte. Ltd.,"Advertising / Media, Design, Marketing / Public Relations",1.0,Permanent,38.400000000000006,51.6,45.0,13.199999999999989,2024Q4,Business
MCF-2024-1481108,https://www.mycareersfuture.gov.sg/job/sales/retail-associate-norman-recruitment-agency-61909e59d7182b952f40221825348934?source=MCF&event=Search,"$2,000to$3,000",Full Time,2024-10-07,Retail Associate,"Retail Sales Associate
Our client is seeking enthusiastic and customer-focused Retail Associate to join our team in Singapore. As a Retail Associate, you will be responsible for providing exceptional customer service, promoting products, and driving sales in both our Retail Store and Departmental Store environments. We have multiple positions for FULL-TIME, offering immediate availability for the right candidates. Basic office skills and proficiency in retail systems will be essential for this role.
Job Responsibilities :
Provide friendly and professional customer service.
Engage customers, understand their needs, and offer recommendations.
Process transactions accurately using retail POS systems, including handling cash, credit cards, and other payment methods.
Maintain a clean and organized store environment.
Collaborate with the team to achieve sales targets.
Stay updated on product knowledge and sales techniques.
Handle customer inquiries and resolve any issues promptly.
Participate in promotional events and marketing initiatives.
Monitor inventory levels and replenish stock as needed
Commitment to team roster and positive attendance record
Requirements :
Preferred to have 2 years of retail or sales experience
Strong communication and interpersonal skills.
Enthusiastic and customer-oriented attitude.
Basic computer skills and retail system proficiency, including familiarity with retail POS systems.
Ability to handle payment transactions accurately.
Flexible availability for weekdays, weekends, and holidays.
Fluent in English and Mandarin; additional languages a plus.
Legally eligible to work in Singapore","['Product Knowledge', 'Sales', 'Visual Merchandising', 'Customer Experience', 'Housekeeping', 'Interpersonal Skills', 'Inventory', 'Exceptional Customer Service', 'Retail Sales', 'Credit Cards', 'Marketing', 'Inventory Management', 'Customerfocused', 'Cashiering', 'Customer Satisfaction', 'Customer Service']",Norman Recruitment Agency Private Ltd.,Sales / Retail,2.0,Full-Time,24.0,36.0,30.0,12.0,2024Q4,Business
MCF-2024-1450274,https://www.mycareersfuture.gov.sg/job/logistics/material-handling-recruit-lync-81a94c110486490a08d6e65e234ebfcd?source=MCF&event=Search,"$1,300to$1,500",Permanent,2024-10-02,Material Handling,"Overview: -
Work location: Pasir Ris - Loyang
5 Days (Monday to Friday) / 8:00 am - 5:30 pm
Basic : $1300-$1500
With OT can get about $2K +
Allowance + AWS
Responsibilities: -
Moving and placing of store materials in the warehouse
Ensure correct placement and collection of materials
Ensure materials to be correct and place according to direction
Ensure work place to be safe and clean
Support technicians by preparing materials for production department
You will need: -
Button pressing , training will be provided
Any form of warehouse experience
Interested applicants may click ""Apply Now"" , message me at 88868840 (Please whatsapp and send infomation/CV).
You can also Email to benjaminsng@recruitlync.com to submit your application.

By submitting your personal data and/or resume, you will be deemed to have agreed and consented to us collecting, using, retaining, and disclosing your personal information to prospective employers for their consideration.
We regret to inform that only shortlisted candidates would be notified. We wish you the best of luck!

Recruit Lync Pte. Ltd. | EA Licence Number: 22C1000

Sng Peng Hon Benjamin | EA Personnel Licence: R22106277","['WMS', 'Warehousing', 'Microsoft Excel', 'Off loading', 'Housekeeping', 'Inventory', '5S', 'Loading & unloading', 'Unloading', 'Raw Materials', 'Drums', 'SAP', 'Heavy Lifting', 'Packaging', 'Team Player', 'Manufacturing', 'Shipping', 'EHS']",Recruit Lync Pte. Ltd.,Logistics / Supply Chain,0.0,Permanent,15.6,18.0,16.8,2.3999999999999986,2024Q4,Business
MCF-2024-1475922,https://www.mycareersfuture.gov.sg/job/events/programmes-executive-civil-service-club-cab0d1ecbe057b273ef71f1a276f60f2?source=MCF&event=Search,"$2,300to$2,800","Permanent, Full Time",2024-10-07,Programmes Executive,"PROGRAMMES EXECUTIVE
As our Programmes Executive, you will report to the Manager, Recreation Programmes & Engagement and Assistant Manager, Programmes. This position involves planning, administering, organising and executing of recreation programs for our members.

Responsibilities:
To assist in the planning, coordination, organising and execution of all social events, activities and programmes for our Club member.
To support in the promotion and engagement of a wide diverse range of social programmes to interests the members to sign up for the programme related events and outreach efforts.
To support in the marketing and promotion strategies to help raise the awareness and participation rate of the programmes.
Assist in the contributing more new social programmes and event ideas that attracts all demographic.
To adhere to the Club rules and regulations when organising social programmes and events.
Work closely with the team and events/programmes partners, instructors and sponsors.
To assist in all the administrative work of organising social programmes.
To assist the Club’s members on the inquiries of all social programmes.
Perform any other duties as assigned by the Manager and Assistant Manager, Programmes.
Requirements:
Min. Diploma with at least 1 year of relevant working experience in an event organizing or co-ordination
Able to concurrently plan & organise multiple events / activities to meet deadlines
Willing to work extended hours including weekends and public holidays when necessary
Good planning, organising and customer service skills
A team player
Able to start work within short notice (an advantage)
Starting salary will commensurate with qualifications and relevant work experience. We regret that only shortlisted candidates will be notified.","['Ability to Multitask', 'Organizing events', 'Administrative Work', 'Interpersonal Skills', 'Recreation Planning', 'Marketing', 'Event Management', 'Event Planning', 'Attention to Detail', 'Attention to Details', 'Communication Skills', 'social events', 'Publications', 'Programme Management', 'Team Player', 'Activity Planning', 'Hospitality']",Civil Service Club,Events / Promotions,1.0,Permanent,27.6,33.599999999999994,30.599999999999994,5.9999999999999964,2024Q4,Business
MCF-2024-1062710,https://www.mycareersfuture.gov.sg/job/building-construction/duty-engineer-four-seasons-hotel-singapore-8dcb206798853adf46d912fbee424f35?source=MCF&event=Search,"$3,400to$3,700","Permanent, Full Time",2024-10-06,Duty Engineer,"About Four Seasons
Four Seasons is powered by our people. We are a collective of individuals who crave to become better, to push ourselves to new heights and to treat each other as we wish to be treated in return. Our team members around the world create amazing experiences for our guests, residents, and partners through a commitment to luxury with genuine heart. We know that the best way to enable our people to deliver these exceptional guest experiences is through a world-class employee experience and company culture.
At Four Seasons, we believe in recognizing a familiar face, welcoming a new one and treating everyone we meet the way we would want to be treated ourselves. Whether you work with us, stay with us, live with us or discover with us, we believe our purpose is to create impressions that will stay with you for a lifetime. It comes from our belief that life is richer when we truly connect to the people and the world around us.
About the location
A luxury hotel in Singapore that escapes into a quiet garden enclave in the heart of the city – steps from Orchard Road shops and entertainment, and just minutes from the financial district. Enter a world that is intimate and exclusive, yet complete in every way, with award-winning dining and 24-hour fitness center. A warm, residential ambience showcases over 1,500 Asian art pieces, and thoughtful Four Seasons care elevates every moment.

About the role
Duty Engineer
The Duty Engineer plays a crucial role in overseeing all engineering operations within the hotel. This includes delegating tasks to subordinates, coordinating engineering activities, and implementing preventive maintenance programs. He/she will ensure compliance with maintenance standards, monitor supplies, and respond to emergency breakdowns. Additionally, the Duty Engineer handles minor projects, ensures systems are well-maintained, and promotes energy conservation measures. The incumbent also conducts inspections, leads daily meetings, and trains subordinates while enforcing hotel policies.
What you will do
Oversee delegation of daily tasks to subordinates, aligning with maintenance programs such as Perfect Room Program (PRP) and Preventive Maintenance Program (PMP)
Coordinate all engineering activities hotel-wide
Develop and execute PMP for engineering equipment/systems including those under Maintenance Contracts, ensuring strict adherence to PMP standards. Monitor and maintain records of preventive maintenance activities.
Manage inventory levels of engineering supplies and ensure timely replenishment
Respond to emergency breakdowns promptly and see through to resolution. Manage minor engineering projects and provide updates to the Assistant Director of Engineering.
Ensure all M&E, ACMV, fire and safety systems are well maintained and checked periodically.
Implement and promote energy conservation measures, seeking opportunities for improvement.
Lead daily meetings and guide subordinates by training and developing their career growth.
Ensures that all subordinates conform to the hotel’s employee handbook and policies such as grooming and behaviour.
Conduct daily inspections of engineering plant rooms and random inspections of work performed by subordinates.
What you bring
Preferably a Diploma holder in Building/Facilities Engineering or its equivalent
Minimum four (4) years as Building/Facilities Technician with hands-on skills, and/or minimum two (2) years as a Senior Technician/M&E Supervisor/Maintenance Officer or equivalent, with strong Technical knowledge
Minimum one (1) year of administrative experience, preferably in a hospitality or engineering-related field, will be an added advantage
Equipped with basic Computer Skills (i.e. MS PowerPoint, Excel, Word, Outlook, etc.)
Positive learning attitude, an eye for details, being actively prepared for urgent/emergency work, and a growth mindset
What we offer:
With a culture built on mutual respect, a growing world of opportunities and an environment that supports the personal drive for excellence, a Four Seasons career can be exceptionally rewarding.
Career growth opportunities
Unique strong culture
Best-in-industry training
Complimentary stays at Four Seasons properties (based on availability), with discounted meals
Paid holidays/vacation
Dental and medical/life insurance
Employee service awards/Birthday Gift
Annual employee party/social and sporting events
Complimentary meals in dedicated employee restaurant
Schedule & Hours:
This position requires the incumbent to work from Mondays to Fridays and one weekend per week, 8.30 am to 6.00 pm. He/she may cover shift duties due to work exigencies.","['Outlook', 'Management Skills', 'Preventive Maintenance', 'Leadership', 'Inventory', 'Fitness', 'Electrical', 'Building Services', 'Compliance', 'Project Management', 'PMP', 'Communication Skills', 'Excel', 'Ms Powerpoint', 'Scheduling', 'Electrical Engineering', 'Audit', 'Hospitality']",Four Seasons Hotel Singapore,"Building and Construction, Engineering, Hospitality",4.0,Permanent,40.8,44.400000000000006,42.6,3.6000000000000085,2024Q4,Engineering
MCF-2024-1456879-1,https://www.mycareersfuture.gov.sg/job/information-technology/app-store-review-specialist-vietnamese-language-apple-services-272fa6e0c08f95c635680609409035a1?source=MCF&event=Search,"$3,500to$4,500",Full Time,2024-10-02,App Store Review Specialist Vietnamese Language,"Summary
Imagine what you could do here. At Apple, great ideas have a way of becoming phenomenal products, services, and customer experiences very quickly. Bring passion and dedication to your job and there's no telling what you could accomplish! Apps are changing the world, enriching people’s lives, and enabling developers to innovate like never before. As a result, the App Store has grown into an exciting and vibrant ecosystem for millions of developers and more than a billion users. Exciting, right? If you would like to contribute to the world's greatest app store, read on to learn how you can help us deliver. The Worldwide Developer Relations team is looking for a motivated App Store Review Specialist that demonstrates critical thinking, integrity and acute attention to detail. Your focus will be qualifying third-party applications to ensure safety for app users and a place for developers to thrive. Our work fuels the user and developer experiences across all Apple platforms globally.
Description
The guiding principle of the App Store is simple — we want to provide a safe experience for users to get apps and a great opportunity for all developers to be successful. We have updated the App Review Guidelines with that principle in mind. (https://developer.apple.com/app-store/review/guidelines/)
Through our training process, you will be an expert in understanding, supporting, and improving the App Review process.
As a trained specialist, you will demonstrate excellence in determining whether apps are reliable, perform as expected, and are free of offensive material.
You will screen every app assigned to you based on a set of technical, content, and design criteria. - You will quickly scan app concepts and identify recent app updates changes to assess app complexity.
You will work independently and as part of a team, and remain flexible to the needs of the business.
You will communicate clearly and provide regular feedback to developers.
You will collaborate with team members and share suggestions on business and process improvements.
Minimum Qualifications
Language proficiency in English and Vietnamese, as this role will frequently be supporting language-specific apps.
Preferred Qualifications
Experience with content review or similar environment.
Ability to identify changes to apps between submissions, with a keen attention to detail.
Excellent judgment and integrity, with the ability to make timely and sound decisions.
Ability to work quickly and proficiently under tight timelines, while prioritizing a full workload and delivering exceptional quality.
Comfortable reviewing a consistently high volume of apps daily.
Passionate about providing outstanding customer service, and having a positive attitude that is upbeat, adaptable, and results oriented.
Excellent writing and interpersonal skills.
Thorough knowledge of Apple platforms, and being committed to our vision to support the developer community.","['project timelines', 'Excellent Communication Skills', 'Applications', 'Collaboration', 'Ability To Work Independently', 'Interpersonal Skills', 'Process Improvements', 'Results Oriented', 'Attention to Detail', 'judgement and decision making skills', 'Team Player', 'Customer Service', 'Writing Skills', 'Integrity']",Apple Services Pte. Ltd.,"Information Technology, Marketing / Public Relations",0.0,Full-Time,42.0,54.0,48.0,12.0,2024Q4,Information Technology
MCF-2024-1456879-2,https://www.mycareersfuture.gov.sg/job/information-technology/app-store-review-specialist-vietnamese-language-apple-services-272fa6e0c08f95c635680609409035a1?source=MCF&event=Search,"$3,500to$4,500",Full Time,2024-10-02,App Store Review Specialist Vietnamese Language,"Summary
Imagine what you could do here. At Apple, great ideas have a way of becoming phenomenal products, services, and customer experiences very quickly. Bring passion and dedication to your job and there's no telling what you could accomplish! Apps are changing the world, enriching people’s lives, and enabling developers to innovate like never before. As a result, the App Store has grown into an exciting and vibrant ecosystem for millions of developers and more than a billion users. Exciting, right? If you would like to contribute to the world's greatest app store, read on to learn how you can help us deliver. The Worldwide Developer Relations team is looking for a motivated App Store Review Specialist that demonstrates critical thinking, integrity and acute attention to detail. Your focus will be qualifying third-party applications to ensure safety for app users and a place for developers to thrive. Our work fuels the user and developer experiences across all Apple platforms globally.
Description
The guiding principle of the App Store is simple — we want to provide a safe experience for users to get apps and a great opportunity for all developers to be successful. We have updated the App Review Guidelines with that principle in mind. (https://developer.apple.com/app-store/review/guidelines/)
Through our training process, you will be an expert in understanding, supporting, and improving the App Review process.
As a trained specialist, you will demonstrate excellence in determining whether apps are reliable, perform as expected, and are free of offensive material.
You will screen every app assigned to you based on a set of technical, content, and design criteria. - You will quickly scan app concepts and identify recent app updates changes to assess app complexity.
You will work independently and as part of a team, and remain flexible to the needs of the business.
You will communicate clearly and provide regular feedback to developers.
You will collaborate with team members and share suggestions on business and process improvements.
Minimum Qualifications
Language proficiency in English and Vietnamese, as this role will frequently be supporting language-specific apps.
Preferred Qualifications
Experience with content review or similar environment.
Ability to identify changes to apps between submissions, with a keen attention to detail.
Excellent judgment and integrity, with the ability to make timely and sound decisions.
Ability to work quickly and proficiently under tight timelines, while prioritizing a full workload and delivering exceptional quality.
Comfortable reviewing a consistently high volume of apps daily.
Passionate about providing outstanding customer service, and having a positive attitude that is upbeat, adaptable, and results oriented.
Excellent writing and interpersonal skills.
Thorough knowledge of Apple platforms, and being committed to our vision to support the developer community.","['project timelines', 'Excellent Communication Skills', 'Applications', 'Collaboration', 'Ability To Work Independently', 'Interpersonal Skills', 'Process Improvements', 'Results Oriented', 'Attention to Detail', 'judgement and decision making skills', 'Team Player', 'Customer Service', 'Writing Skills', 'Integrity']",Apple Services Pte. Ltd.,"Information Technology, Marketing / Public Relations",0.0,Full-Time,42.0,54.0,48.0,12.0,2024Q4,Business
